EventID,DisasterType,Date,Latitude,Longitude,Region,Personnel,MedicalSupplies,Shelters,FoodWater,ResponseTime,ResponseDuration,PeopleAffected,PeopleAssisted,InfrastructureCondition,PreparednessTraining,CommunityAwareness,AgenciesInvolved,CoordinationScore,CommunicationScore,EconomicDamage,Casualties,LongTermImpact
355,Hurricane,2015-04-26,31.590000447996665,-93.87395159661465,Houston,199,813,33,1590,slow,medium,high,high,Poor,No,No,high,high,medium,high,medium,6
356,Tornado,2015-05-01,35.82001407585923,-88.88241383454198,Houston,348,571,89,775,fast,long,medium,high,Poor,No,Yes,high,high,low,high,high,7
357,Flood,2015-05-07,43.44851428134685,-93.45736359740096,Houston,296,178,10,1170,fast,long,low,medium,Fair,No,Yes,high,medium,low,high,low,6
358,Flood,2015-05-12,41.25221706326245,-78.76295547009812,New Orleans,372,579,23,1795,slow,medium,medium,low,Good,Yes,No,low,medium,medium,low,low,9
359,Tornado,2015-05-18,29.97177035554399,-88.07032385098529,California,360,278,13,205,slow,long,high,low,Fair,No,No,medium,low,high,low,high,6
360,Earthquake,2015-05-23,31.84136460391096,-104.30085853465866,Houston,253,258,89,466,slow,long,high,high,Poor,No,Yes,medium,medium,low,high,medium,9
361,Hurricane,2015-05-29,33.681398159004246,-103.00734016505254,New Orleans,274,877,12,1150,slow,long,medium,low,Good,Yes,Yes,low,high,high,low,low,5
362,Flood,2015-06-03,48.22232543952178,-104.83557641811294,Alaska,217,550,64,1919,slow,long,low,high,Poor,No,No,low,high,high,medium,high,6
363,Flood,2015-06-09,27.15678081236028,-92.3583375673566,New Orleans,447,806,89,1095,medium,long,high,medium,Fair,Yes,Yes,high,high,medium,medium,low,5
364,Hurricane,2015-06-14,44.44493179117024,-87.64934408429562,Alaska,363,286,34,1406,fast,medium,high,high,Fair,No,Yes,medium,medium,medium,medium,low,9
365,Flood,2015-06-19,34.948736551660176,-79.5604527039939,Alaska,125,455,37,1469,fast,long,low,high,Good,No,Yes,medium,low,high,high,high,7
366,Hurricane,2015-06-25,34.60116041820933,-100.49473731016838,Alaska,459,505,14,262,slow,long,low,medium,Good,No,No,low,high,medium,high,high,8
367,Earthquake,2015-06-30,28.603207681093707,-70.3492773374848,California,433,753,23,491,medium,long,low,low,Good,No,Yes,medium,medium,high,low,high,6
368,Earthquake,2015-07-06,42.47116765798329,-74.85409361545248,Austin,292,561,23,631,slow,medium,high,high,Poor,Yes,No,medium,medium,low,low,high,5
369,Earthquake,2015-07-11,44.934311715589885,-83.28794736185267,Austin,57,729,73,204,slow,short,low,high,Good,Yes,No,low,medium,medium,medium,low,5
370,Hurricane,2015-07-17,40.96195979637245,-89.46333329146705,Austin,404,553,27,249,medium,long,high,medium,Fair,Yes,Yes,medium,high,high,high,low,7
371,Flood,2015-07-22,31.99749694635444,-108.6747229665374,Houston,226,706,73,1742,slow,short,medium,low,Good,No,No,medium,low,low,high,medium,7
372,Hurricane,2015-07-28,31.70259517613021,-117.12344696533631,New Orleans,258,688,98,1265,fast,long,medium,high,Poor,No,Yes,high,high,low,high,low,6
373,Tornado,2015-08-02,39.71250728332608,-122.93423884522628,Alaska,95,879,19,408,medium,short,high,high,Fair,Yes,No,low,medium,low,low,low,6
374,Flood,2015-08-08,30.529692320187376,-96.85213902705529,Phoenix,422,563,41,463,medium,long,low,medium,Fair,Yes,No,high,high,high,high,low,7
375,Hurricane,2015-08-13,49.92347135756971,-109.35696461113427,Phoenix,211,595,26,216,medium,medium,medium,high,Poor,No,No,medium,low,medium,medium,low,7
376,Hurricane,2015-08-19,30.599904466177016,-96.80305719678596,Alaska,232,409,42,1142,fast,short,high,medium,Good,Yes,Yes,high,low,medium,high,high,7
377,Earthquake,2015-08-24,46.80061607199134,-92.16417691773026,Alaska,498,826,20,1159,fast,short,high,high,Good,No,Yes,low,medium,medium,medium,low,6
378,Hurricane,2015-08-30,39.64332177609809,-93.52414558422254,Austin,484,624,57,1097,medium,medium,low,high,Poor,No,Yes,high,medium,low,medium,high,5
379,Earthquake,2015-09-04,48.82610986062048,-121.97596709957298,Phoenix,263,579,84,1505,slow,long,medium,high,Good,Yes,Yes,medium,medium,high,high,low,7
380,Hurricane,2015-09-10,35.158975622363336,-115.47571123026302,Austin,413,908,52,1495,medium,long,low,low,Fair,Yes,Yes,low,high,low,high,low,6
381,Hurricane,2015-09-15,47.16562194068766,-93.62731741830456,Phoenix,220,683,60,544,fast,short,high,high,Poor,No,No,medium,low,low,high,low,9
382,Flood,2015-09-21,29.1129867202736,-81.0063689306964,Alaska,80,669,33,450,fast,medium,high,high,Fair,No,No,medium,medium,high,high,high,7
383,Tornado,2015-09-26,28.26169339263217,-112.39191130063924,California,341,361,86,1561,medium,short,low,high,Poor,Yes,No,low,high,medium,low,high,9
384,Flood,2015-10-02,32.589635564343304,-78.27497443664379,Phoenix,199,376,70,881,medium,short,medium,high,Poor,Yes,Yes,low,low,medium,medium,high,5
385,Earthquake,2015-10-07,48.25398118278483,-116.65552462258,Austin,453,641,49,1046,slow,short,low,high,Fair,No,No,medium,medium,low,medium,high,6
386,Flood,2015-10-13,32.866324726725736,-90.10857476999944,Austin,407,201,57,966,slow,long,medium,medium,Fair,Yes,No,low,high,high,low,low,6
387,Earthquake,2015-10-18,42.95208840326751,-100.31177065310663,Alaska,78,559,77,1959,medium,medium,high,medium,Good,Yes,Yes,medium,low,medium,low,low,7
388,Flood,2015-10-24,47.28372497942484,-87.85176699818912,New Orleans,370,641,83,447,slow,medium,high,medium,Good,No,Yes,high,medium,medium,low,medium,7
389,Hurricane,2015-10-29,36.90203502518224,-90.67373725303732,Alaska,343,965,56,816,medium,long,medium,medium,Fair,Yes,Yes,high,high,high,high,low,6
390,Tornado,2015-11-04,27.442926371969754,-113.28949209643568,New Orleans,182,972,45,394,slow,long,high,high,Poor,No,Yes,medium,medium,low,medium,low,7
391,Tornado,2015-11-09,34.763500458834315,-79.65861368090091,Alaska,455,852,35,570,slow,medium,high,high,Fair,No,Yes,medium,high,high,high,high,7
392,Tornado,2015-11-15,36.69346856485032,-95.56985085913556,Alaska,390,628,89,396,fast,long,medium,high,Good,No,Yes,high,high,high,medium,low,9
393,Tornado,2015-11-20,47.32658922173293,-116.38551312570767,Phoenix,235,260,34,734,medium,long,low,low,Fair,No,No,medium,medium,low,medium,high,5
394,Hurricane,2015-11-26,38.88233657136529,-83.90583866435229,Alaska,123,122,75,617,medium,medium,high,high,Fair,Yes,No,medium,low,high,low,medium,5
395,Flood,2015-12-01,31.028395398702934,-85.27856876314075,California,109,644,61,413,fast,short,high,high,Poor,Yes,No,high,low,medium,low,low,8
396,Earthquake,2015-12-06,31.28869448894093,-88.41319347435393,Alaska,383,274,37,972,medium,long,low,high,Poor,No,Yes,high,medium,low,low,high,7
397,Hurricane,2015-12-12,39.5767898896872,-101.93895376182094,Phoenix,424,133,13,1209,medium,short,medium,low,Poor,No,Yes,high,low,medium,low,high,5
398,Flood,2015-12-17,49.02876579310549,-104.09029358495516,California,370,209,17,551,medium,long,low,high,Poor,No,No,medium,medium,high,low,high,9
399,Tornado,2015-12-23,42.45968518695538,-99.01831793117216,Houston,209,414,89,1259,medium,medium,high,high,Poor,No,Yes,high,medium,medium,low,high,7
400,Tornado,2015-12-28,47.90757927586667,-95.09815915849626,Austin,125,711,42,1354,slow,long,low,medium,Poor,No,Yes,medium,high,high,low,medium,6
401,Earthquake,2016-01-03,29.312067037976103,-113.8761918459144,New Orleans,153,928,19,1387,fast,medium,medium,high,Good,Yes,Yes,high,low,high,low,high,9
402,Hurricane,2016-01-08,43.36925625295048,-120.94628951495127,California,274,193,75,772,medium,short,high,high,Fair,No,No,medium,medium,low,medium,low,5
403,Tornado,2016-01-14,41.647998027322586,-101.54450356084806,Houston,403,426,65,1324,slow,long,high,high,Good,Yes,No,medium,medium,high,low,medium,9
404,Tornado,2016-01-19,35.63136047558173,-105.27673118665042,Austin,140,959,63,1628,medium,medium,medium,high,Poor,Yes,No,medium,high,medium,low,low,6
405,Earthquake,2016-01-25,49.14684300927351,-87.24956759365294,Houston,335,783,87,1261,slow,long,medium,low,Good,Yes,No,high,medium,medium,medium,high,6
406,Flood,2016-01-30,30.387302890071368,-74.7843272237937,California,474,926,61,793,fast,medium,high,high,Fair,No,Yes,medium,medium,medium,medium,low,5
407,Tornado,2016-02-05,41.79372988170566,-87.56865300601737,Austin,76,135,66,1762,slow,long,low,low,Poor,Yes,No,medium,medium,medium,low,low,5
408,Earthquake,2016-02-10,34.73450529618073,-115.49730364447004,New Orleans,420,285,63,593,fast,short,low,medium,Poor,No,Yes,medium,high,high,low,high,9
409,Earthquake,2016-02-16,43.310002823499794,-120.71704642508534,Houston,92,675,68,556,slow,long,medium,high,Fair,Yes,Yes,medium,high,low,medium,low,7
410,Hurricane,2016-02-21,40.84158048655132,-78.98166681494142,Alaska,468,555,71,1336,slow,short,medium,medium,Fair,Yes,Yes,medium,medium,high,high,low,5
411,Flood,2016-02-27,45.14544168670262,-82.42581998504076,Phoenix,405,101,33,1405,slow,long,high,high,Poor,Yes,No,high,high,high,medium,low,7
412,Flood,2016-03-03,42.80684461270121,-95.14499251623424,New Orleans,351,686,20,1388,fast,long,high,low,Fair,No,No,high,low,low,low,high,7
413,Tornado,2016-03-09,45.43089459212304,-104.60848464148934,Houston,235,458,36,1527,slow,long,high,medium,Poor,Yes,No,high,high,medium,low,high,6
414,Hurricane,2016-03-14,44.7254066760688,-104.38955816917654,Alaska,467,842,61,1714,slow,long,high,high,Fair,No,Yes,low,medium,low,medium,low,6
415,Earthquake,2016-03-20,45.04815858521756,-96.21772782166887,Houston,220,428,95,1245,slow,medium,high,medium,Fair,No,Yes,medium,medium,medium,medium,medium,5
416,Hurricane,2016-03-25,44.214142734158216,-116.3717936417974,Houston,417,644,60,438,medium,long,medium,high,Poor,No,Yes,medium,medium,medium,high,high,6
417,Tornado,2016-03-31,33.88576103255657,-93.89539930243087,New Orleans,58,729,93,332,fast,long,high,high,Good,Yes,No,high,low,medium,high,low,7
418,Flood,2016-04-05,48.17940106280074,-92.25386144347009,California,400,339,87,647,slow,long,medium,high,Good,Yes,Yes,medium,medium,medium,high,low,8
419,Flood,2016-04-11,27.44131394126188,-87.70233699225287,Alaska,247,404,57,1158,medium,long,high,high,Good,Yes,No,medium,low,medium,low,medium,6
420,Earthquake,2016-04-16,27.027164443303093,-117.20378987071356,Alaska,212,111,18,679,slow,long,high,medium,Fair,Yes,No,medium,medium,high,high,high,5
421,Hurricane,2016-04-22,45.598497972477766,-121.5525838053244,New Orleans,480,748,59,1473,slow,long,high,medium,Fair,No,Yes,high,high,low,high,high,7
422,Tornado,2016-04-27,26.7472788012498,-94.24459473227344,Alaska,59,831,35,222,slow,medium,low,high,Good,No,Yes,high,low,medium,medium,low,9
423,Tornado,2016-05-03,47.018331278084304,-120.67561357959852,Austin,437,983,30,266,slow,long,high,high,Poor,No,No,medium,low,high,medium,medium,9
424,Flood,2016-05-08,28.797139271639743,-84.51340192595504,Houston,347,306,98,1942,slow,medium,low,low,Fair,No,Yes,medium,low,low,low,high,7
425,Tornado,2016-05-13,44.234675298572405,-73.3616634361438,Alaska,92,577,82,557,medium,short,high,high,Good,No,No,medium,medium,medium,medium,low,6
426,Hurricane,2016-05-19,25.4497568995266,-84.2642347195866,Austin,297,336,19,1207,medium,medium,high,high,Good,Yes,No,medium,high,low,low,low,5
427,Tornado,2016-05-24,32.47758581239265,-116.7165657455878,Alaska,132,803,32,1174,medium,long,high,low,Fair,Yes,No,high,medium,medium,medium,high,9
428,Earthquake,2016-05-30,47.56515725136636,-119.22054979863611,Phoenix,278,389,49,877,medium,medium,high,medium,Good,Yes,Yes,high,medium,medium,high,low,5
429,Flood,2016-06-04,31.127506099657246,-77.8211757413714,Alaska,395,685,10,941,medium,long,low,low,Good,Yes,No,medium,high,low,high,low,8
430,Flood,2016-06-10,27.713612669929788,-119.39853313516817,Alaska,188,788,63,281,slow,medium,medium,low,Poor,Yes,Yes,medium,low,low,low,high,5
431,Hurricane,2016-06-15,29.39230403852104,-76.67246831873253,Austin,323,340,63,729,medium,long,high,medium,Good,No,No,high,high,high,high,medium,5
432,Hurricane,2016-06-21,45.32825336843749,-81.40914120410426,New Orleans,263,462,62,1664,fast,long,high,high,Poor,No,Yes,medium,high,high,low,high,9
433,Flood,2016-06-26,49.02675293375715,-110.42003018396096,Alaska,246,438,19,990,slow,long,high,high,Fair,No,Yes,medium,high,low,high,high,7
434,Flood,2016-07-02,49.5112192389652,-98.06163086963012,Austin,218,119,50,1260,medium,short,high,medium,Good,No,No,medium,high,high,high,high,5
435,Tornado,2016-07-07,49.50094631196143,-83.30570373754998,Houston,466,563,74,528,fast,medium,high,low,Poor,Yes,No,medium,medium,low,low,low,8
436,Tornado,2016-07-13,26.606499321478232,-89.52692048539316,Alaska,477,622,68,1434,medium,short,low,low,Good,No,No,high,low,low,high,medium,7
437,Hurricane,2016-07-18,40.376987330721946,-71.66582886254949,New Orleans,191,822,37,1119,slow,long,medium,medium,Good,Yes,No,medium,high,medium,low,low,6
438,Tornado,2016-07-24,26.84505562939966,-71.0144574694252,Houston,173,993,87,1301,medium,long,low,medium,Poor,Yes,No,medium,low,medium,medium,high,7
439,Hurricane,2016-07-29,39.17525796610426,-89.58894595770835,Alaska,135,619,39,1169,medium,medium,low,medium,Good,No,Yes,high,medium,high,high,low,7
440,Hurricane,2016-08-04,39.14928945933941,-93.87204685355596,Alaska,498,700,82,1376,slow,medium,high,medium,Poor,No,No,high,medium,high,medium,high,5
441,Earthquake,2016-08-09,48.52165324075715,-85.35906514732429,Phoenix,96,762,36,990,fast,medium,medium,medium,Fair,Yes,Yes,medium,medium,low,low,high,7
442,Tornado,2016-08-15,28.225117743417552,-104.1149352741455,Alaska,60,461,73,1085,medium,medium,low,medium,Poor,Yes,No,high,high,high,medium,medium,9
443,Flood,2016-08-20,26.732041949858694,-120.70333087708164,Austin,462,350,85,271,slow,short,high,high,Good,No,Yes,low,medium,high,low,low,7
444,Tornado,2016-08-26,31.76979090927697,-81.48758088037843,Phoenix,385,629,27,1268,slow,long,low,medium,Fair,No,No,high,high,medium,low,low,6
445,Flood,2016-08-31,35.897350545790374,-73.20187813010688,Phoenix,397,567,61,931,medium,short,low,medium,Poor,No,No,medium,high,high,medium,low,7
446,Tornado,2016-09-06,28.708568442352856,-108.45573660801892,Alaska,313,160,10,332,slow,long,high,medium,Good,Yes,No,medium,high,medium,high,high,6
447,Tornado,2016-09-11,31.476461272821616,-116.48216864041864,New Orleans,488,336,57,214,medium,short,high,medium,Fair,Yes,Yes,high,medium,high,high,low,5
448,Earthquake,2016-09-17,38.6255296472345,-73.3391503505719,New Orleans,423,935,30,1285,slow,long,low,high,Fair,Yes,Yes,high,high,low,high,low,7
449,Tornado,2016-09-22,34.87443293242744,-111.34420157072132,Austin,271,817,73,375,medium,long,high,medium,Good,Yes,No,high,high,high,low,low,8
450,Hurricane,2016-09-28,34.00584088607522,-84.62765046476889,Alaska,236,233,25,481,medium,long,low,low,Good,No,Yes,medium,high,medium,low,medium,8
451,Flood,2016-10-03,44.2336194696948,-123.62923368161069,New Orleans,474,783,78,910,medium,medium,high,high,Fair,Yes,No,high,low,medium,low,medium,5
452,Earthquake,2016-10-09,48.72155588503013,-73.94998174768685,Houston,124,777,94,1913,slow,long,high,high,Poor,No,Yes,high,high,low,high,high,6
453,Flood,2016-10-14,44.55131249170789,-104.16775352752128,Austin,418,307,84,467,fast,long,medium,medium,Poor,No,Yes,medium,medium,low,medium,low,8
454,Flood,2016-10-20,37.326302174646784,-117.87637249613692,Austin,382,120,55,357,slow,medium,high,high,Fair,No,Yes,medium,high,medium,high,low,9
455,Hurricane,2016-10-25,46.55358823726839,-71.4042219945164,New Orleans,414,356,27,1766,slow,short,medium,high,Fair,Yes,Yes,medium,high,medium,high,low,8
456,Earthquake,2016-10-30,27.18631599082734,-90.33648227035562,Houston,69,645,98,1037,medium,long,high,low,Good,Yes,Yes,high,high,high,medium,high,5
457,Tornado,2016-11-05,26.708232611180915,-121.63355806188328,Phoenix,245,914,58,774,slow,long,medium,low,Fair,No,Yes,high,high,medium,high,high,5
458,Tornado,2016-11-10,36.818279555124775,-93.95879849073884,Austin,435,542,15,1853,fast,long,low,high,Fair,No,No,low,high,low,high,low,5
459,Tornado,2016-11-16,34.2537372266895,-78.2171621990276,Alaska,368,389,16,482,medium,long,medium,medium,Good,Yes,Yes,low,medium,low,medium,medium,7
460,Tornado,2016-11-21,49.86113966016904,-81.21033003609153,Austin,322,638,78,1348,medium,long,low,medium,Poor,No,Yes,medium,high,medium,high,low,6
461,Flood,2016-11-27,48.23256771370863,-115.10229264895588,California,170,426,93,1894,slow,long,medium,low,Fair,No,No,low,medium,medium,high,medium,6
462,Flood,2016-12-02,45.5109928669504,-121.8480646917334,California,418,243,67,846,medium,long,high,low,Good,No,Yes,medium,medium,low,low,high,6
463,Earthquake,2016-12-08,36.84613767497536,-121.3177268356763,California,478,454,25,251,medium,long,medium,high,Poor,Yes,No,medium,high,medium,medium,high,7
464,Hurricane,2016-12-13,46.13962720779723,-111.77293223083514,Alaska,475,880,44,1190,medium,short,medium,high,Poor,No,No,high,high,low,high,medium,5
465,Hurricane,2016-12-19,33.00793631947539,-87.17132296117592,Alaska,402,727,37,939,fast,medium,high,high,Poor,Yes,Yes,medium,medium,high,medium,medium,8
466,Flood,2016-12-24,45.57741289778711,-116.319142427436,California,172,472,70,1433,fast,long,high,high,Fair,No,Yes,high,medium,high,high,medium,9
467,Flood,2016-12-30,42.92732957105433,-94.31881593772276,Alaska,269,501,13,1615,medium,long,high,medium,Poor,No,No,high,low,low,medium,high,8
468,Flood,2017-01-04,32.15808350730184,-78.33686736738048,Alaska,451,940,56,430,medium,short,low,medium,Poor,No,No,high,high,medium,low,high,7
469,Tornado,2017-01-10,26.671101322876776,-107.32085263983068,California,139,791,92,588,medium,medium,medium,medium,Good,Yes,No,high,low,low,high,medium,5
470,Flood,2017-01-15,32.42986172372064,-124.68799906499284,Alaska,213,636,35,1040,fast,short,high,medium,Good,No,Yes,high,medium,low,medium,low,9
471,Hurricane,2017-01-21,37.27136231984093,-77.63530335042418,Houston,64,616,94,200,fast,long,low,low,Fair,Yes,No,medium,high,medium,high,low,8
472,Hurricane,2017-01-26,33.405695254506725,-78.20619329360025,Alaska,64,911,30,874,slow,long,high,high,Good,Yes,No,medium,high,high,medium,high,9
473,Flood,2017-02-01,33.825985878877866,-113.542832965632,New Orleans,455,899,68,1019,medium,long,high,high,Poor,No,Yes,medium,low,high,high,low,7
474,Hurricane,2017-02-06,38.00400329508351,-98.65668673638986,California,252,446,55,1329,slow,medium,medium,medium,Good,Yes,Yes,high,medium,high,low,medium,7
475,Earthquake,2017-02-12,42.82775723005402,-100.77167003143752,Austin,391,730,59,1036,slow,long,medium,low,Poor,No,Yes,medium,high,high,high,low,6
476,Flood,2017-02-17,38.2005111079406,-81.55651596995384,Austin,92,690,67,864,slow,long,high,low,Poor,No,No,medium,low,high,low,low,5
477,Tornado,2017-02-23,46.2136810375047,-114.62546218617744,Phoenix,425,892,50,1221,slow,medium,low,low,Fair,No,No,medium,medium,high,medium,high,6
478,Hurricane,2017-02-28,33.84249658094572,-77.28384589996227,Phoenix,59,773,37,1996,slow,short,high,medium,Good,Yes,No,high,high,low,high,low,5
479,Tornado,2017-03-06,37.728652093696354,-107.1802730614365,Alaska,494,257,15,1646,fast,short,low,high,Fair,Yes,No,medium,high,low,low,high,5
480,Tornado,2017-03-11,44.619593849024,-71.76291996868608,Phoenix,194,596,46,995,slow,long,high,low,Poor,No,No,medium,low,high,low,low,5
481,Hurricane,2017-03-17,27.76355517785581,-96.09006223442243,Alaska,394,878,19,465,slow,medium,high,medium,Good,Yes,Yes,medium,high,medium,low,high,8
482,Tornado,2017-03-22,29.466238461263597,-96.46714546486584,New Orleans,473,386,14,982,slow,medium,low,medium,Fair,Yes,Yes,medium,high,high,low,low,8
483,Hurricane,2017-03-28,27.68797581807865,-85.50968828424409,Alaska,413,109,83,1271,fast,long,high,high,Good,Yes,No,medium,low,low,high,medium,8
484,Hurricane,2017-04-02,45.4063299047049,-79.7148567119535,Austin,498,642,64,1344,medium,long,high,low,Good,Yes,Yes,high,medium,high,low,high,8
485,Earthquake,2017-04-08,33.52769146537685,-93.99269291724146,California,113,175,35,884,medium,long,high,medium,Poor,Yes,Yes,low,medium,medium,medium,high,9
486,Hurricane,2017-04-13,26.490839128908284,-102.50693310190782,Alaska,276,515,11,1325,medium,long,high,high,Poor,Yes,No,high,medium,medium,low,high,8
487,Hurricane,2017-04-18,27.397969435463335,-88.71969174960009,Austin,311,288,39,873,slow,long,high,high,Good,No,No,medium,medium,medium,low,low,9
488,Flood,2017-04-24,30.21192447189104,-112.76339962087596,Houston,341,456,69,1232,medium,medium,high,high,Poor,Yes,Yes,medium,high,high,low,high,8
489,Flood,2017-04-29,31.015948502426436,-111.49674177113668,Houston,227,954,54,1962,slow,short,high,medium,Fair,Yes,Yes,medium,medium,low,high,high,7
490,Flood,2017-05-05,41.95331972316386,-85.55434860856926,Alaska,491,368,90,1802,slow,short,high,high,Good,No,No,medium,medium,high,high,high,8
491,Earthquake,2017-05-10,37.455408076334905,-76.40030343473208,California,406,304,42,528,fast,long,medium,medium,Good,Yes,Yes,medium,medium,low,medium,high,8
492,Hurricane,2017-05-16,38.544882690871134,-80.47496303673094,New Orleans,55,607,34,1938,slow,long,medium,medium,Good,No,No,high,high,high,medium,low,6
493,Flood,2017-05-21,45.68084149180619,-104.49204270844696,Houston,495,782,72,1608,medium,short,high,low,Poor,No,No,high,high,high,low,medium,9
494,Earthquake,2017-05-27,41.172485662146144,-122.53930421063149,California,426,218,43,584,medium,short,high,high,Good,Yes,No,high,high,high,low,high,6
495,Hurricane,2017-06-01,35.22754508473604,-83.35029757782625,Austin,373,274,21,1167,medium,long,high,low,Poor,Yes,Yes,low,medium,high,high,low,6
496,Tornado,2017-06-07,39.319215744876,-79.09849190273192,Houston,274,519,34,1531,medium,long,high,medium,Poor,Yes,No,medium,high,high,high,low,9
497,Hurricane,2017-06-12,42.91994155515988,-119.27706399675505,Alaska,458,687,93,1922,slow,medium,low,medium,Good,Yes,No,high,medium,low,high,low,6
498,Tornado,2017-06-18,31.98617007197704,-100.61398656019728,Austin,478,451,37,1743,slow,long,medium,medium,Fair,Yes,No,medium,high,low,low,high,9
499,Earthquake,2017-06-23,40.61430341788885,-123.48155155605396,Phoenix,340,103,24,980,medium,short,medium,high,Poor,Yes,No,medium,low,low,low,medium,5
500,Hurricane,2017-06-29,49.25414916965036,-88.71143225991612,California,415,183,40,1819,medium,medium,low,high,Poor,Yes,No,high,high,high,high,medium,5
501,Hurricane,2017-07-04,42.47374197430048,-71.70571152828336,California,176,218,76,1556,slow,medium,medium,medium,Fair,Yes,No,high,high,low,high,low,6
502,Hurricane,2017-07-10,43.91948871853288,-83.03799882261387,Houston,330,535,21,1601,medium,long,low,medium,Poor,Yes,Yes,low,medium,high,high,high,6
503,Earthquake,2017-07-15,43.3164842760248,-106.16037996703548,California,266,580,95,451,medium,short,low,high,Good,Yes,Yes,low,high,medium,high,high,9
504,Hurricane,2017-07-21,48.001963554719325,-112.07580057920296,Austin,336,166,71,295,fast,long,medium,medium,Poor,No,No,medium,medium,low,medium,high,7
505,Hurricane,2017-07-26,25.784208407476765,-80.07829010329405,California,149,828,47,566,slow,long,high,high,Poor,Yes,Yes,high,low,high,high,low,5
506,Tornado,2017-08-01,45.86404655077567,-119.88674545903324,Houston,380,588,91,603,medium,long,medium,low,Good,No,No,high,medium,low,low,medium,7
507,Tornado,2017-08-06,39.6644199009575,-91.5791206351617,Austin,415,484,50,1828,fast,long,high,medium,Fair,No,Yes,medium,low,high,high,high,7
508,Tornado,2017-08-12,31.294779210989525,-89.6255958812948,Houston,185,965,30,1782,medium,long,medium,high,Fair,No,No,medium,medium,high,medium,high,9
509,Hurricane,2017-08-17,27.91578636698981,-121.50969146136804,New Orleans,489,629,57,1562,slow,short,medium,high,Fair,Yes,Yes,medium,high,high,low,high,6
510,Flood,2017-08-23,37.83515254378704,-88.90197936525519,California,170,866,18,944,fast,short,high,medium,Good,Yes,No,medium,medium,medium,high,low,5
511,Flood,2017-08-28,33.62063702557699,-111.45746735518009,Austin,449,775,61,503,slow,medium,medium,high,Poor,Yes,Yes,high,medium,medium,medium,medium,8
512,Hurricane,2017-09-03,36.47645736761189,-97.40221880576756,Alaska,412,754,48,964,slow,long,high,high,Good,No,Yes,high,high,medium,high,high,9
513,Flood,2017-09-08,41.42047066993088,-81.62326616888716,Houston,140,305,70,670,fast,short,high,high,Good,Yes,No,high,high,medium,medium,low,9
514,Tornado,2017-09-14,44.15453284492217,-80.4454384335166,Phoenix,70,906,88,1280,slow,medium,low,high,Poor,Yes,Yes,high,high,high,medium,medium,9
515,Flood,2017-09-19,33.61961542351219,-109.42746955735107,Austin,331,188,33,1102,slow,medium,medium,low,Poor,No,No,high,medium,high,high,high,7
516,Hurricane,2017-09-24,44.68053815994083,-97.7713127953795,Houston,450,503,31,1927,slow,long,low,high,Poor,Yes,No,high,high,low,medium,low,9
517,Flood,2017-09-30,49.8472664879848,-103.7924716274638,New Orleans,450,887,36,866,slow,long,high,high,Fair,No,Yes,medium,high,high,medium,low,8
518,Flood,2017-10-05,33.10789051566543,-100.64093650752773,Houston,209,394,18,1772,slow,long,high,high,Fair,No,No,medium,medium,high,low,high,5
519,Hurricane,2017-10-11,43.14708544615375,-96.10179592993508,California,138,577,39,715,fast,long,high,high,Good,No,No,medium,medium,medium,high,high,9
520,Flood,2017-10-16,42.43967577603365,-70.53797890175375,California,133,407,30,1864,slow,long,medium,high,Good,No,No,medium,high,medium,medium,low,9
521,Tornado,2017-10-22,29.4271568309836,-118.5020956405852,Houston,304,599,32,1591,medium,long,low,high,Fair,No,Yes,high,high,low,medium,high,9
522,Tornado,2017-10-27,27.523124225349225,-111.64190859873146,Houston,92,792,78,1359,slow,short,high,high,Poor,No,No,medium,high,medium,high,high,8
523,Hurricane,2017-11-02,42.28200245714659,-77.82267670688886,New Orleans,139,895,33,795,slow,long,low,high,Poor,Yes,No,medium,medium,medium,high,low,8
524,Hurricane,2017-11-07,40.83107869796541,-97.11164169770016,Houston,275,480,19,1381,fast,medium,medium,high,Fair,No,No,medium,low,medium,low,low,6
525,Tornado,2017-11-13,35.82682442924699,-123.8761484968982,Houston,292,267,98,422,slow,medium,high,high,Good,Yes,Yes,high,medium,medium,low,medium,5
526,Tornado,2017-11-18,44.41716561421635,-122.02687388192852,Alaska,447,943,67,417,fast,long,low,medium,Fair,No,No,medium,high,medium,low,high,5
527,Hurricane,2017-11-24,38.54374178182314,-109.94825081277432,Houston,150,112,83,563,medium,medium,high,high,Fair,Yes,Yes,high,medium,medium,low,low,5
528,Earthquake,2017-11-29,44.95530016789655,-104.82029440317076,Phoenix,410,746,16,1135,medium,medium,medium,low,Good,Yes,No,medium,medium,low,medium,high,9
529,Tornado,2017-12-05,36.73552973446292,-116.48959658055222,California,451,766,70,296,fast,medium,low,high,Fair,Yes,Yes,medium,medium,medium,low,low,7
530,Hurricane,2017-12-10,31.385340035586857,-80.39623183850765,Alaska,478,449,52,1375,slow,long,low,high,Poor,Yes,Yes,high,medium,low,high,low,8
531,Earthquake,2017-12-16,49.70800858722343,-115.80379418268797,California,243,120,92,1545,fast,short,high,medium,Poor,Yes,Yes,low,medium,high,medium,high,7
532,Earthquake,2017-12-21,35.94643123945291,-78.62324129679911,New Orleans,356,597,60,1489,slow,long,high,high,Fair,No,No,low,medium,high,high,high,6
